txn_id,account_id,customer_id,timestamp,amount,currency,direction,channel,counterparty,counterparty_country
TXN20D24AE23F,ACC460F828F,CUST0051,2026-04-02T17:44:43,2994.34,USD,debit,ach,Merchant/Khan,GB
TXN915D0E55F1,ACC80F345A3,CUST0035,2026-04-02T18:48:37,382.42,USD,credit,wire,Merchant/Kim,GB
TXN4C8E9D22A3,ACC0DCDA6D6,CUST0048,2026-04-02T19:20:55,215.38,USD,debit,wire,Merchant/Muller,CA
TXN5E55CC002E,ACC3B707186,CUST0040,2026-04-02T19:43:30,4969.11,USD,credit,card,Merchant/Smith,FR
TXN9622D3602A,ACC0DCDA6D6,CUST0048,2026-04-02T21:55:56,341.76,USD,credit,card,Merchant/Adeyemi,CA
TXNECDB15B521,ACC8B48892F,CUST0020,2026-04-02T22:26:08,1267.06,USD,credit,card,Merchant/Silva,GB
TXN4E6887B4E3,ACCD078F631,CUST0002,2026-04-03T00:20:25,310.08,USD,credit,wire,Merchant/Garcia,FR
TXN9B2CF279CC,ACCDE72B858,CUST0032,2026-04-03T05:49:46,1557.35,USD,debit,wire,Merchant/Patel,CA
TXNF04D92C414,ACCDF7CE462,CUST0036,2026-04-03T10:02:57,188.79,USD,debit,ach,Merchant/Tanaka,US
TXN1D01E9059B,ACC992DDE13,CUST0044,2026-04-03T10:04:47,719.14,USD,credit,ach,Merchant/Rossi,AU
TXN539523FF06,ACCD078F631,CUST0002,2026-04-03T12:16:10,317.71,USD,debit,card,Merchant/Tanaka,FR
TXN08AB521C2F,ACCDF7CE462,CUST0036,2026-04-03T12:46:52,146.22,USD,credit,card,Merchant/Muller,US
TXN586146AF9C,ACC8B48892F,CUST0020,2026-04-03T17:43:33,1841.72,USD,credit,wire,Merchant/Tanaka,GB
TXNCFAE0EB9BB,ACC55550E81,CUST0008,2026-04-03T18:06:54,3147.07,USD,debit,card,Merchant/Tanaka,FR
TXN3F4925B957,ACC9052B415,CUST0018,2026-04-03T20:24:18,2961.43,USD,credit,ach,Merchant/Brown,DE
TXN63EAFCE5A6,ACC00A27226,CUST0029,2026-04-03T21:34:44,180.56,USD,debit,card,Merchant/Adeyemi,US
TXN0D3F36646B,ACC2DFE4DB5,CUST0057,2026-04-03T21:56:45,554.37,USD,debit,card,Merchant/Novak,GB
TXN61DEBDB477,ACCC8B09A22,CUST0028,2026-04-03T23:48:49,3136.32,USD,credit,card,Merchant/Ivanov,US
TXN8CE39C157C,ACC28518DA9,CUST0037,2026-04-04T00:38:19,295.77,USD,credit,ach,Merchant/Ivanov,DE
TXNCB03210A40,ACCADFC9B64,CUST0033,2026-04-04T01:57:10,360.59,USD,credit,card,Merchant/Rossi,DE
TXNE896D4BBFA,ACCDFAA9A65,CUST0015,2026-04-04T03:06:08,442.37,USD,credit,ach,Merchant/Kim,CA
TXN2D4426A12A,ACC8B6FCD04,CUST0008,2026-04-04T03:27:47,3575.66,USD,debit,wire,Merchant/Adeyemi,FR
TXNB4A1936A0A,ACCD6B8F710,CUST0054,2026-04-04T03:58:50,249.5,USD,debit,wire,Merchant/Kim,FR
TXNFD23236DF0,ACCF93E1896,CUST0039,2026-04-04T05:58:18,533.96,USD,debit,wire,Merchant/Muller,DE
TXN0B4986CFA9,ACCADFC9B64,CUST0033,2026-04-04T06:05:04,153.69,USD,debit,ach,Merchant/Khan,DE
TXN1838ED2593,ACC8B48892F,CUST0020,2026-04-04T08:44:20,1785.5,USD,debit,wire,Merchant/Novak,GB
TXNF467DC7EB6,ACC992DDE13,CUST0044,2026-04-04T08:49:53,2240.58,USD,credit,ach,Merchant/Rossi,AU
TXNF83CA4C93B,ACC9A196547,CUST0022,2026-04-04T10:17:57,382.56,USD,debit,ach,Merchant/Patel,CA
TXNA29E763021,ACCF93E1896,CUST0039,2026-04-04T10:18:57,302.81,USD,credit,wire,Merchant/Tanaka,DE
TXN9931CE9C51,ACC120D4AAB,CUST0036,2026-04-04T11:30:48,205.69,USD,debit,ach,Merchant/Silva,US
TXNAE8B32155E,ACC18950CCF,CUST0003,2026-04-04T14:15:43,468.74,USD,debit,wire,Merchant/Tanaka,FR
TXNA6092483DF,ACCD3D70815,CUST0053,2026-04-04T14:26:04,2761.28,USD,debit,wire,Merchant/Garcia,US
TXN34DE2F89D7,ACC9A196547,CUST0022,2026-04-04T15:54:22,378.57,USD,debit,wire,Merchant/Kim,CA
TXN32D19F2032,ACC8B48892F,CUST0020,2026-04-04T16:27:42,483.02,USD,debit,card,Merchant/Patel,GB
TXN26328C617D,ACCADFC9B64,CUST0033,2026-04-04T20:00:53,155.32,USD,credit,wire,Merchant/Adeyemi,DE
TXNCB1BDE7581,ACCDF7CE462,CUST0036,2026-04-05T01:27:44,226.24,USD,credit,wire,Merchant/Silva,US
TXN95D0C920B1,ACCADFC9B64,CUST0033,2026-04-05T01:51:05,44.11,USD,credit,wire,Merchant/Osei,DE
TXNEC9678EF5A,ACCB14E9F50,CUST0045,2026-04-05T02:24:35,736.95,USD,credit,wire,Merchant/Novak,AU
TXNC31BBDC18A,ACCEFAC59DE,CUST0005,2026-04-05T02:34:17,763.72,USD,credit,card,Merchant/Adeyemi,GB
TXNC493A9D627,ACC8B6FCD04,CUST0008,2026-04-05T02:41:40,1512.84,USD,credit,wire,Merchant/Cohen,FR
TXND306479FF5,ACCD92A7827,CUST0030,2026-04-05T04:32:00,125.81,USD,debit,wire,Merchant/Tanaka,US
TXNCDF0E01456,ACC45BC2335,CUST0046,2026-04-05T04:51:11,1831.69,USD,debit,ach,Merchant/Smith,GB
TXN820031CA39,ACCA2FB0AA2,CUST0055,2026-04-05T05:16:48,2084.54,USD,debit,card,Merchant/Brown,US
TXN9885FEBE3F,ACC5D6DBE82,CUST0050,2026-04-05T06:54:19,93.75,USD,debit,ach,Merchant/Brown,CA
TXNF4C4449F8E,ACC0213993B,CUST0042,2026-04-05T07:02:59,2902.19,USD,debit,ach,Merchant/Santos,CA
TXN8D5D85FC9E,ACC3D04EDB1,CUST0011,2026-04-05T09:31:58,2295.17,USD,credit,ach,Merchant/Chen,AU
TXN697E5A2BFD,ACCFE6F95D8,CUST0025,2026-04-05T10:40:14,635.19,USD,debit,ach,Merchant/Rossi,US
TXN84541067E0,ACCD6B8F710,CUST0054,2026-04-05T10:46:03,195.94,USD,credit,wire,Merchant/Brown,FR
TXNDB8469FCE6,ACC3D04EDB1,CUST0011,2026-04-05T13:14:52,2217.68,USD,credit,wire,Merchant/Nguyen,AU
TXNB95C42322E,ACC6C19808C,CUST0052,2026-04-05T13:37:58,136.34,USD,debit,ach,Merchant/Brown,DE
TXN377218F711,ACC34B288A7,CUST0023,2026-04-05T15:45:20,62.35,USD,debit,wire,Merchant/Smith,FR
TXNC530068481,ACC0D24749E,CUST0026,2026-04-05T16:53:00,661.4,USD,credit,ach,Merchant/Ivanov,GB
TXNCBF29FC9DA,ACC4786B687,CUST0032,2026-04-05T19:39:03,611.52,USD,debit,card,Merchant/Khan,CA
TXNF28A41623C,ACCF7FB5134,CUST0019,2026-04-05T21:59:39,1183.62,USD,debit,wire,Merchant/Cohen,AU
TXN4AB5487B01,ACC9DF7F4B1,CUST0004,2026-04-06T02:35:14,79.08,USD,debit,card,Merchant/Osei,CA
TXN11637AE273,ACC9052B415,CUST0018,2026-04-06T02:44:06,2622.97,USD,debit,card,Merchant/Santos,DE
TXNCC2C020899,ACCD6B8F710,CUST0054,2026-04-06T03:12:22,305.35,USD,debit,ach,Merchant/Santos,FR
TXN419D142F45,ACCB14E9F50,CUST0045,2026-04-06T03:14:19,510.99,USD,credit,ach,Merchant/Cohen,AU
TXN78C360CDA3,ACC3385515A,CUST0038,2026-04-06T03:47:44,1136.24,USD,debit,wire,Merchant/Ivanov,DE
TXNA1ADDF231B,ACCD078F631,CUST0002,2026-04-06T06:18:16,252.51,USD,debit,wire,Merchant/Kim,FR
TXN716BF92B7E,ACC8F4044E9,CUST0048,2026-04-06T08:55:18,699.7,USD,debit,ach,Merchant/Osei,CA
TXNB26CAE791C,ACC0D24749E,CUST0026,2026-04-06T09:03:06,631.15,USD,debit,ach,Merchant/Tanaka,GB
TXNA73C245F9F,ACC9052B415,CUST0018,2026-04-06T09:10:56,2062.2,USD,credit,wire,Merchant/Petrov,DE
TXN8BB828E25C,ACC2766D0F6,CUST0059,2026-04-06T13:52:32,126.33,USD,credit,wire,Merchant/Smith,AU
TXN842C10589F,ACC0213993B,CUST0042,2026-04-06T18:59:54,4480.21,USD,credit,card,Merchant/Khan,CA
TXN304BDAB195,ACC55550E81,CUST0008,2026-04-06T19:36:26,551.76,USD,debit,ach,Merchant/Cohen,FR
TXN48C4249D0B,ACCDE72B858,CUST0032,2026-04-06T19:53:41,4470.62,USD,debit,ach,Merchant/Muller,CA
TXNF6F86F9E43,ACC3D04EDB1,CUST0011,2026-04-06T20:24:20,2167.01,USD,debit,ach,Merchant/Garcia,AU
TXNC14A0CFB48,ACC9052B415,CUST0018,2026-04-06T20:54:09,437.4,USD,credit,wire,Merchant/Novak,DE
TXN93EFB0B34C,ACC03F03C6C,CUST0056,2026-04-06T20:57:16,1016.58,USD,debit,ach,Merchant/Tanaka,GB
TXNBBA15EDCDB,ACC3385515A,CUST0038,2026-04-06T23:15:50,841.74,USD,debit,card,Merchant/Rossi,DE
TXN47E640F92D,ACCFE6F95D8,CUST0025,2026-04-07T00:32:49,187.87,USD,credit,card,Merchant/Ivanov,US
TXNDAAFF1C34D,ACC97065F64,CUST0010,2026-04-07T00:45:36,627.68,USD,debit,ach,Merchant/Novak,GB
TXN7C47EC6451,ACC2D310D56,CUST0034,2026-04-07T03:35:49,1406.39,USD,credit,card,Merchant/Santos,CA
TXNA448EA1507,ACCB661BBC7,CUST0043,2026-04-07T03:39:39,1256.15,USD,credit,ach,Merchant/Adeyemi,FR
TXN49C6A1F32B,ACC8F4044E9,CUST0048,2026-04-07T04:09:21,309.87,USD,credit,ach,Merchant/Chen,CA
TXN0F2A530052,ACC2766D0F6,CUST0059,2026-04-07T04:27:11,833.7,USD,credit,card,Merchant/Muller,AU
TXND62093555D,ACCA2FB0AA2,CUST0055,2026-04-07T07:34:33,742.45,USD,debit,ach,Merchant/Tanaka,US
TXN9F10E925A9,ACC9A196547,CUST0022,2026-04-07T08:07:47,316.42,USD,debit,ach,Merchant/Novak,CA
TXN57DEB08CD0,ACCB0FE7B8E,CUST0001,2026-04-07T08:15:40,1156.0,USD,credit,ach,Merchant/Chen,CA
TXNE9932188D9,ACC28518DA9,CUST0037,2026-04-07T08:18:43,462.44,USD,credit,card,Merchant/Kim,DE
TXN5A617AF7E6,ACC196D2187,CUST0027,2026-04-07T08:33:37,325.29,USD,debit,wire,Merchant/Lee,DE
TXN2FEA9B27A9,ACCB8287E65,CUST0021,2026-04-07T08:53:55,5051.07,USD,credit,wire,Merchant/Santos,CA
TXNFEAC67806F,ACC03F03C6C,CUST0056,2026-04-07T09:18:08,820.11,USD,debit,wire,Merchant/Garcia,GB
TXNB8487A9AF6,ACCDF7CE462,CUST0036,2026-04-07T10:06:31,388.58,USD,debit,ach,Merchant/Osei,US
TXNEC8A224E19,ACC2D310D56,CUST0034,2026-04-07T11:22:31,2105.04,USD,debit,card,Merchant/Petrov,CA
TXN17618D3E3D,ACC9052B415,CUST0018,2026-04-07T13:21:44,357.58,USD,debit,ach,Merchant/Lee,DE
TXN2CC27784A7,ACC03F03C6C,CUST0056,2026-04-07T13:23:24,784.45,USD,debit,wire,Merchant/Rossi,GB
TXN4C2A00CD25,ACC5114AC6F,CUST0007,2026-04-07T13:25:30,204.26,USD,credit,card,Merchant/Khan,US
TXN139BD34CC3,ACCD6B8F710,CUST0054,2026-04-07T13:26:12,291.87,USD,debit,ach,Merchant/Muller,FR
TXNEC9A543879,ACC2766D0F6,CUST0059,2026-04-07T15:00:14,460.23,USD,debit,wire,Merchant/Patel,AU
TXN66C9169A5F,ACCEFAC59DE,CUST0005,2026-04-07T15:07:06,191.52,USD,credit,ach,Merchant/Novak,GB
TXNA372DE2D94,ACC4CDE7B23,CUST0030,2026-04-07T15:53:22,947.46,USD,debit,wire,Merchant/Novak,US
TXN572CB396F2,ACC3792DDE7,CUST0040,2026-04-07T17:42:36,1523.09,USD,credit,card,Merchant/Osei,FR
TXNBC365020F2,ACC00A27226,CUST0029,2026-04-07T20:57:48,258.59,USD,debit,ach,Merchant/Kim,US
TXN6EBEE7588A,ACCFFABD1EA,CUST0058,2026-04-07T22:15:16,149.22,USD,credit,card,Merchant/Ivanov,CA
TXN22DB1F22B5,ACC8B48892F,CUST0020,2026-04-08T01:00:39,1743.63,USD,credit,wire,Merchant/Nguyen,GB
TXN877D3FB09C,ACC3B707186,CUST0040,2026-04-08T01:54:53,1093.9,USD,debit,wire,Merchant/Brown,FR
TXN1A8C24154C,ACCC8B09A22,CUST0028,2026-04-08T02:26:21,2524.13,USD,credit,wire,Merchant/Chen,US
TXNC40BE9511B,ACC196D2187,CUST0027,2026-04-08T02:40:49,430.71,USD,debit,card,Merchant/Brown,DE
TXN8CB4BFEF00,ACCB7B5BF49,CUST0012,2026-04-08T05:12:08,745.45,USD,debit,card,Merchant/Cohen,DE
TXND0F46DCEA3,ACC34B288A7,CUST0023,2026-04-08T06:52:30,398.58,USD,debit,ach,Merchant/Patel,FR
TXN71FAC69B12,ACCD41FFF7B,CUST0016,2026-04-08T07:57:56,372.01,USD,debit,ach,Merchant/Santos,DE
TXNB8CDA51BBD,ACC3D6F214B,CUST0013,2026-04-08T09:08:07,366.97,USD,credit,wire,Merchant/Osei,US
TXN17D21AE303,ACC0DCDA6D6,CUST0048,2026-04-08T10:38:04,349.59,USD,credit,wire,Merchant/Novak,CA
TXN2BD18856DE,ACCB14E9F50,CUST0045,2026-04-08T11:01:08,709.05,USD,debit,wire,Merchant/Petrov,AU
TXNB601F5E053,ACC9052B415,CUST0018,2026-04-08T13:29:24,1235.84,USD,credit,card,Merchant/Santos,DE
TXN115C7521C6,ACC2D310D56,CUST0034,2026-04-08T13:36:09,3178.87,USD,debit,wire,Merchant/Khan,CA
TXNBF4D553FD2,ACCB8287E65,CUST0021,2026-04-08T14:36:42,745.39,USD,credit,card,Merchant/Rossi,CA
TXN55ECC17ABC,ACC18950CCF,CUST0003,2026-04-08T16:00:34,206.84,USD,credit,wire,Merchant/Patel,FR
TXN6123DCDC7E,ACC4CDE7B23,CUST0030,2026-04-08T18:30:21,355.04,USD,debit,wire,Merchant/Nguyen,US
TXND072253582,ACC8B6FCD04,CUST0008,2026-04-08T18:34:26,1408.18,USD,credit,wire,Merchant/Novak,FR
TXNB15C745EA1,ACC3B707186,CUST0040,2026-04-08T20:05:50,5557.85,USD,debit,card,Merchant/Petrov,FR
TXN6CE6CBC504,ACC9DF7F4B1,CUST0004,2026-04-08T20:15:19,73.81,USD,credit,wire,Merchant/Rossi,CA
TXN7C7EC612D3,ACC9DF7F4B1,CUST0004,2026-04-08T22:05:55,62.89,USD,credit,ach,Merchant/Cohen,CA
TXNC79DD2399A,ACC97065F64,CUST0010,2026-04-08T22:46:17,772.87,USD,credit,wire,Merchant/Kim,GB
TXN8D9E6EFF79,ACC7C8EFC3F,CUST0020,2026-04-08T22:55:29,1334.27,USD,credit,card,Merchant/Novak,GB
TXN72A56416E9,ACCDFAA9A65,CUST0015,2026-04-09T00:38:11,662.0,USD,debit,card,Merchant/Novak,CA
TXN7DCD5A0189,ACC4DF72E84,CUST0017,2026-04-09T04:18:49,2092.56,USD,debit,wire,Merchant/Osei,US
TXN8AFB2944DC,ACCD6B8F710,CUST0054,2026-04-09T06:25:07,336.2,USD,debit,wire,Merchant/Ivanov,FR
TXNFCFD113013,ACC03F03C6C,CUST0056,2026-04-09T07:18:37,765.77,USD,debit,card,Merchant/Nguyen,GB
TXN86380547C6,ACC3D6F214B,CUST0013,2026-04-09T07:40:54,859.77,USD,credit,card,Merchant/Chen,US
TXNBBA74E518C,ACCFFABD1EA,CUST0058,2026-04-09T08:06:18,344.23,USD,credit,card,Merchant/Cohen,CA
TXN30057573EC,ACC8B6FCD04,CUST0008,2026-04-09T08:53:47,2411.22,USD,debit,ach,Merchant/Nguyen,FR
TXNF70C7339F3,ACC4CDE7B23,CUST0030,2026-04-09T10:21:30,1221.99,USD,credit,ach,Merchant/Kim,US
TXNC5BD3089DD,ACCDFAA9A65,CUST0015,2026-04-09T10:41:06,1091.53,USD,credit,card,Merchant/Patel,CA
TXN536C948C61,ACC3D6F214B,CUST0013,2026-04-09T11:25:02,217.57,USD,debit,ach,Merchant/Adeyemi,US
TXN80C4A24335,ACC7C8EFC3F,CUST0020,2026-04-09T12:11:19,167.02,USD,credit,wire,Merchant/Osei,GB
TXN88CD648CB2,ACC460F828F,CUST0051,2026-04-09T12:12:16,5126.68,USD,debit,card,Merchant/Smith,GB
TXNDAA9F0DB55,ACC26A2D6FD,CUST0041,2026-04-09T13:06:15,562.7,USD,credit,ach,Merchant/Cohen,DE
TXN3D25C0597B,ACC992DDE13,CUST0044,2026-04-09T14:05:57,2908.59,USD,debit,ach,Merchant/Brown,AU
TXNCC1176C71F,ACC55550E81,CUST0008,2026-04-09T17:49:46,2015.93,USD,credit,wire,Merchant/Adeyemi,FR
TXN44D8546B5E,ACCBA3FE629,CUST0024,2026-04-09T19:48:07,300.59,USD,credit,wire,Merchant/Ivanov,CA
TXN8B2783EA54,ACCD41FFF7B,CUST0016,2026-04-09T20:30:34,415.53,USD,debit,card,Merchant/Lee,DE
TXN759E01FA9C,ACC0DCDA6D6,CUST0048,2026-04-09T22:16:38,668.02,USD,debit,wire,Merchant/Silva,CA
TXN46BC086111,ACC0D24749E,CUST0026,2026-04-10T00:36:34,203.25,USD,credit,card,Merchant/Osei,GB
TXNC9191A8C9C,ACCEBDE943E,CUST0013,2026-04-10T00:51:19,507.0,USD,credit,ach,Merchant/Smith,US
TXNF1D1DCBA6B,ACCD92A7827,CUST0030,2026-04-10T01:08:54,965.24,USD,credit,wire,Merchant/Rossi,US
TXNA321BDE726,ACC8B6FCD04,CUST0008,2026-04-10T01:42:14,2419.78,USD,debit,wire,Merchant/Tanaka,FR
TXNE93EE4AA5E,ACC9DF7F4B1,CUST0004,2026-04-10T05:33:57,231.36,USD,credit,ach,Merchant/Silva,CA
TXN833F5574ED,ACCDE72B858,CUST0032,2026-04-10T06:39:22,2783.01,USD,debit,ach,Merchant/Ivanov,CA
TXN15C9F26EE5,ACC7C8EFC3F,CUST0020,2026-04-10T07:30:01,707.22,USD,debit,ach,Merchant/Tanaka,GB
TXNF26B682FB6,ACC196D2187,CUST0027,2026-04-10T07:35:40,584.09,USD,debit,wire,Merchant/Ivanov,DE
TXN6EC6784C68,ACCDE72B858,CUST0032,2026-04-10T08:23:58,5324.09,USD,credit,wire,Merchant/Silva,CA
TXNA1C53D3383,ACC7C8EFC3F,CUST0020,2026-04-10T09:59:45,1043.8,USD,debit,card,Merchant/Petrov,GB
TXN090380EBFD,ACC9A196547,CUST0022,2026-04-10T11:25:53,215.81,USD,credit,card,Merchant/Brown,CA
TXN2CEE9F2B58,ACCEF07116D,CUST0014,2026-04-10T11:28:41,2502.73,USD,credit,wire,Merchant/Adeyemi,CA
TXNEAB9B2596C,ACC28518DA9,CUST0037,2026-04-10T12:56:33,689.43,USD,debit,card,Merchant/Garcia,DE
TXNB34158B1B1,ACC18950CCF,CUST0003,2026-04-10T13:23:20,419.35,USD,debit,ach,Merchant/Petrov,FR
TXNA75D6C63BD,ACCEF07116D,CUST0014,2026-04-10T13:46:11,1109.18,USD,credit,card,Merchant/Santos,CA
TXN80EC8D84F5,ACC45BC2335,CUST0046,2026-04-10T13:57:15,1951.39,USD,debit,wire,Merchant/Muller,GB
TXNFAD5D7373F,ACC8BE54ED9,CUST0055,2026-04-10T14:05:26,1328.18,USD,credit,card,Merchant/Cohen,US
TXNDCE783A291,ACCD3D70815,CUST0053,2026-04-10T15:22:20,4712.17,USD,debit,wire,Merchant/Kim,US
TXN10DB25DF33,ACC8B48892F,CUST0020,2026-04-10T17:19:47,1952.12,USD,debit,wire,Merchant/Patel,GB
TXN156C60565B,ACC18950CCF,CUST0003,2026-04-10T17:51:59,337.26,USD,credit,card,Merchant/Santos,FR
TXNF85471ADB0,ACC7C8EFC3F,CUST0020,2026-04-10T19:56:52,449.07,USD,credit,card,Merchant/Lee,GB
TXN3ECC6E5872,ACC037AE28A,CUST0060,2026-04-10T21:14:34,861.4,USD,debit,ach,Merchant/Khan,US
TXN9F928C5E57,ACC9A196547,CUST0022,2026-04-10T23:19:39,321.23,USD,credit,wire,Merchant/Tanaka,CA
TXNCD594CF71F,ACC28518DA9,CUST0037,2026-04-11T00:14:49,785.79,USD,credit,card,Merchant/Tanaka,DE
TXN9DD8458CC0,ACC2766D0F6,CUST0059,2026-04-11T03:04:02,145.06,USD,debit,card,Merchant/Osei,AU
TXN60AA041F26,ACCD078F631,CUST0002,2026-04-11T03:44:07,187.69,USD,debit,ach,Merchant/Cohen,FR
TXNFD7F07EA4E,ACC7C8EFC3F,CUST0020,2026-04-11T04:01:37,746.44,USD,debit,ach,Merchant/Petrov,GB
TXN384E87BCEA,ACC2D310D56,CUST0034,2026-04-11T05:51:57,1732.39,USD,credit,wire,Merchant/Adeyemi,CA
TXN38CFE7D545,ACCDC885386,CUST0050,2026-04-11T07:09:38,311.56,USD,credit,card,Merchant/Smith,CA
TXN945E384C62,ACCEBDE943E,CUST0013,2026-04-11T09:15:49,324.88,USD,debit,ach,Merchant/Smith,US
TXNCD9B4060A7,ACC55550E81,CUST0008,2026-04-11T10:29:10,328.21,USD,credit,card,Merchant/Brown,FR
TXN70D251CEA3,ACC9DF7F4B1,CUST0004,2026-04-11T12:10:01,143.15,USD,credit,wire,Merchant/Kim,CA
TXN74F6297C0A,ACCC8B09A22,CUST0028,2026-04-11T13:35:54,1980.05,USD,debit,wire,Merchant/Osei,US
TXN9CA4C9D50E,ACC120D4AAB,CUST0036,2026-04-11T14:41:33,321.54,USD,debit,ach,Merchant/Osei,US
TXN15972EED18,ACC1FBC4FA4,CUST0047,2026-04-11T14:52:42,1981.72,USD,credit,wire,Merchant/Ivanov,US
TXNA131FB6046,ACC26A2D6FD,CUST0041,2026-04-11T16:37:41,255.2,USD,credit,card,Merchant/Khan,DE
TXN427F97FD00,ACC4786B687,CUST0032,2026-04-11T17:08:56,1285.59,USD,credit,wire,Merchant/Adeyemi,CA
TXN3F3B4F29F7,ACC5114AC6F,CUST0007,2026-04-11T18:19:03,250.27,USD,credit,wire,Merchant/Ivanov,US
TXN6A8C4AE322,ACCB661BBC7,CUST0043,2026-04-11T18:34:14,3363.52,USD,credit,ach,Merchant/Adeyemi,FR
TXN72460C4795,ACC5114AC6F,CUST0007,2026-04-11T19:05:02,282.77,USD,credit,card,Merchant/Novak,US
TXN3E3DB2599F,ACC992DDE13,CUST0044,2026-04-11T21:42:51,1468.46,USD,credit,card,Merchant/Rossi,AU
TXNBDE8CAABE0,ACC8F4044E9,CUST0048,2026-04-11T23:13:08,371.64,USD,credit,wire,Merchant/Cohen,CA
